Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name	Gene type
ENSG00000135723	16	67229387	67247658	-1	FHOD1	protein_coding
ENSG00000166920	15	45430529	45448761	1	C15orf48	protein_coding
ENSG00000163687	3	58192257	58214697	-1	DNASE1L3	protein_coding
ENSG00000091583	17	66212033	66256525	-1	APOH	protein_coding
ENSG00000007402	3	50362799	50504244	-1	CACNA2D2	protein_coding
ENSG00000108510	17	61942605	62065282	-1	MED13	protein_coding
ENSG00000161905	17	4630902	4642294	-1	ALOX15	protein_coding
ENSG00000110031	11	58526871	58578220	-1	LPXN	protein_coding
ENSG00000169903	3	149473974	149503281	1	TM4SF4	protein_coding
ENSG00000185008	3	75906695	77649964	1	ROBO2	protein_coding
ENSG00000162961	2	31867809	32039812	-1	DPY30	protein_coding
ENSG00000231286	CHR_HSCHR6_MHC_MCF_CTG1	32690241	32699289	-1	HLA-DQB1	protein_coding
ENSG00000148429	10	11453946	11611754	-1	USP6NL	protein_coding
ENSG00000115539	2	100562690	100576735	1	PDCL3	protein_coding
ENSG00000006282	17	50543058	50555852	1	SPATA20	protein_coding
ENSG00000274843	CHR_HSCHR3_3_CTG3	195719081	195738792	1	MUC20	protein_coding
ENSG00000130312	19	17292609	17306843	1	MRPL34	protein_coding
ENSG00000197641	18	63586989	63604639	1	SERPINB13	protein_coding
ENSG00000198873	10	119207589	119459742	1	GRK5	protein_coding
ENSG00000127663	19	4969113	5153595	1	KDM4B	protein_coding
ENSG00000101292	20	5302040	5314369	-1	PROKR2	protein_coding
ENSG00000102243	X	136532152	136556807	1	VGLL1	protein_coding
ENSG00000213465	11	65014113	65022184	1	ARL2	protein_coding
ENSG00000206476	CHR_HSCHR6_MHC_QBL_CTG1	30897815	30916043	1	VARS2	protein_coding
ENSG00000107643	10	48306639	48439360	1	MAPK8	protein_coding
ENSG00000179477	17	8072636	8087716	-1	ALOX12B	protein_coding
ENSG00000142319	5	1392790	1445430	-1	SLC6A3	protein_coding
ENSG00000084754	2	26190635	26244726	-1	HADHA	protein_coding
ENSG00000139687	13	48303726	48599436	1	RB1	protein_coding
ENSG00000078319	7	100320992	100341908	-1	PMS2P1	unprocessed_pseudogene
ENSG00000100312	22	50738196	50745334	1	ACR	protein_coding
ENSG00000172232	19	825097	832018	1	AZU1	protein_coding
ENSG00000178607	17	64039142	64130819	-1	ERN1	protein_coding
ENSG00000166869	16	23754627	23758951	1	CHP2	protein_coding
ENSG00000138696	4	94757968	95158448	1	BMPR1B	protein_coding
ENSG00000186591	7	129830732	129952949	-1	UBE2H	protein_coding
ENSG00000171311	10	97436142	97446017	-1	EXOSC1	protein_coding
ENSG00000089050	20	18486540	18497243	-1	RBBP9	protein_coding
ENSG00000067082	10	3775996	3785281	-1	KLF6	protein_coding
ENSG00000106086	7	30027404	30130483	1	PLEKHA8	protein_coding
ENSG00000006606	7	75769533	75789896	-1	CCL26	protein_coding
ENSG00000206208	CHR_HSCHR6_MHC_MCF_CTG1	33470037	33484728	-1	TAPBP	protein_coding
ENSG00000133661	10	79937740	79982614	-1	SFTPD	protein_coding
ENSG00000135698	16	82147798	82170226	-1	MPHOSPH6	protein_coding
ENSG00000081307	3	132654446	132678097	1	UBA5	protein_coding
ENSG00000132664	20	18467127	18484643	1	POLR3F	protein_coding
ENSG00000088881	20	2692878	2760108	1	EBF4	protein_coding
ENSG00000263090	CHR_HSCHR17_5_CTG4	41226648	41227652	1	KRTAP9-2	protein_coding
ENSG00000102103	X	48897912	48903143	1	PQBP1	protein_coding
ENSG00000106399	7	7636518	7718607	-1	RPA3	protein_coding
ENSG00000241534	CHR_HSCHR6_MHC_DBB_CTG1	31927837	31934271	1	CFB	protein_coding
ENSG00000138175	10	102673731	102714407	-1	ARL3	protein_coding
ENSG00000125731	19	6752160	6767588	-1	SH2D3A	protein_coding
ENSG00000049449	11	32090904	32105755	1	RCN1	protein_coding
ENSG00000242247	22	42796502	42858106	-1	ARFGAP3	protein_coding
ENSG00000213931	11	5268345	5505652	-1	HBE1	protein_coding
ENSG00000154734	21	26835747	26845409	-1	ADAMTS1	protein_coding
ENSG00000103257	16	87830023	87869488	-1	SLC7A5	protein_coding
ENSG00000049249	1	7915894	7943165	-1	TNFRSF9	protein_coding
ENSG00000168610	17	42313324	42388568	-1	STAT3	protein_coding
ENSG00000181074	11	5754243	5755905	1	OR52N4	protein_coding
ENSG00000122548	7	26533121	26538788	-1	KIAA0087	lincRNA
ENSG00000101074	20	44336986	44351235	1	R3HDML	protein_coding
ENSG00000197296	20	44302838	44311169	-1	FITM2	protein_coding
ENSG00000196378	8	144773114	144787345	-1	ZNF34	protein_coding
ENSG00000130307	19	17249176	17282786	-1	USHBP1	protein_coding
ENSG00000270647	17	35713791	35864615	1	TAF15	protein_coding
ENSG00000067840	X	153802166	153830565	-1	PDZD4	protein_coding
ENSG00000278229	CHR_HSCHR15_5_CTG8	82615842	82619653	-1	RPS17	protein_coding
ENSG00000163611	3	113442718	113515187	-1	SPICE1	protein_coding
ENSG00000174501	2	95836919	95991831	-1	ANKRD36C	protein_coding
ENSG00000146872	17	62458658	62615481	1	TLK2	protein_coding
ENSG00000224103	CHR_HSCHR6_MHC_COX_CTG1	32986539	33002744	-1	HLA-DPA1	protein_coding
ENSG00000067842	X	153517676	153582939	1	ATP2B3	protein_coding
ENSG00000049245	1	7771269	7781432	1	VAMP3	protein_coding
ENSG00000206288	CHR_HSCHR6_MHC_QBL_CTG1	33129256	33133250	1	SLC39A7	protein_coding
ENSG00000119537	18	63327726	63367510	-1	KDSR	protein_coding
ENSG00000236271	CHR_HSCHR6_MHC_MANN_CTG1	30772367	30787391	-1	FLOT1	protein_coding
ENSG00000124212	20	49503874	49568146	-1	PTGIS	protein_coding
ENSG00000147872	9	19108375	19149290	-1	PLIN2	protein_coding
ENSG00000179761	17	28950513	29057220	1	PIPOX	protein_coding
ENSG00000082996	3	149812708	149962139	1	RNF13	protein_coding
ENSG00000119421	9	122144058	122159819	-1	NDUFA8	protein_coding
ENSG00000171206	10	102642310	102660680	1	TRIM8	protein_coding
ENSG00000100335	22	39499432	39518132	1	MIEF1	protein_coding
ENSG00000137509	11	82823502	82970584	-1	PRCP	protein_coding
ENSG00000134363	5	53480409	53487134	1	FST	protein_coding
ENSG00000144283	2	158456964	158682879	1	PKP4	protein_coding
ENSG00000117122	1	16974502	16980835	-1	MFAP2	protein_coding
ENSG00000122545	7	35800932	35907105	1	SEPT7	protein_coding
ENSG00000095777	10	25934071	26212536	1	MYO3A	protein_coding
ENSG00000175792	3	128064778	128153914	-1	RUVBL1	protein_coding
ENSG00000275013	CHR_HSCHR22_1_CTG3	22556806	22568466	-1	PRAME	protein_coding
ENSG00000065883	7	39949646	40099580	1	CDK13	protein_coding
ENSG00000125846	20	18288283	18316996	1	ZNF133	protein_coding
ENSG00000006451	7	39623483	39708124	1	RALA	protein_coding
ENSG00000107581	10	119033670	119080823	-1	EIF3A	protein_coding
ENSG00000189212	7	35079989	35186041	-1	DPY19L2P1	transcribed_unprocessed_pseudogene
ENSG00000186566	17	44395284	44503430	-1	GPATCH8	protein_coding
ENSG00000124370	2	71109684	71130239	-1	MCEE	protein_coding
ENSG00000120992	8	54046367	54102017	-1	LYPLA1	protein_coding
ENSG00000180767	3	126524283	126543291	1	CHST13	protein_coding
ENSG00000224264	CHR_HSCHR6_MHC_MCF_CTG1	31853814	31872249	-1	VARS	protein_coding
ENSG00000276684	CHR_HSCHR19_4_CTG3_1	55047223	55079406	-1	RDH13	protein_coding
ENSG00000140987	16	3382081	3401065	-1	ZSCAN32	protein_coding
ENSG00000163832	3	47495640	47513761	-1	ELP6	protein_coding
ENSG00000154646	21	18269116	18485879	-1	TMPRSS15	protein_coding
ENSG00000107404	1	1335276	1349350	-1	DVL1	protein_coding
ENSG00000184828	18	48026673	48410752	-1	ZBTB7C	protein_coding
ENSG00000154743	3	12484432	12539623	1	TSEN2	protein_coding
ENSG00000231945	CHR_HSCHR6_MHC_SSTO_CTG1	31768274	31785735	-1	VARS	protein_coding
ENSG00000101265	20	4780023	4823645	-1	RASSF2	protein_coding
ENSG00000185619	4	705748	770640	1	PCGF3	protein_coding
ENSG00000101417	20	33702754	33720319	-1	PXMP4	protein_coding
ENSG00000151611	4	145599042	145660035	1	MMAA	protein_coding
ENSG00000225312	CHR_HSCHR6_MHC_DBB_CTG1	33182548	33184737	1	HSD17B8	protein_coding
ENSG00000145990	6	13357830	13487662	-1	GFOD1	protein_coding
ENSG00000075240	22	46576012	46679790	1	GRAMD4	protein_coding
ENSG00000115041	2	95297304	95386083	1	KCNIP3	protein_coding
ENSG00000277281	CHR_HSCHR11_3_CTG1	1019669	1048356	-1	MUC6	polymorphic_pseudogene
ENSG00000149970	X	21372801	21654695	1	CNKSR2	protein_coding
ENSG00000145425	4	151099573	151104652	1	RPS3A	protein_coding
ENSG00000159267	21	36750888	36990236	-1	HLCS	protein_coding
ENSG00000109686	4	151102751	151325632	-1	SH3D19	protein_coding
ENSG00000239306	11	66616582	66627347	1	RBM14	protein_coding
ENSG00000136404	15	83107407	83144854	1	TM6SF1	protein_coding
ENSG00000156006	8	18391245	18401218	1	NAT2	protein_coding
ENSG00000036054	3	100261000	100325251	1	TBC1D23	protein_coding
ENSG00000114125	3	141738204	141747560	1	RNF7	protein_coding
ENSG00000064393	7	139561570	139777778	-1	HIPK2	protein_coding
ENSG00000172058	5	70900665	70918530	1	SERF1A	protein_coding
ENSG00000136738	10	17644125	17715914	1	STAM	protein_coding
ENSG00000274726	CHR_HSCHR8_8_CTG1	1823976	1958641	1	ARHGEF10	protein_coding
ENSG00000177383	3	184710367	184712002	-1	MAGEF1	protein_coding
ENSG00000166250	11	123069865	123195281	-1	CLMP	protein_coding
ENSG00000176401	19	39530990	39532854	-1	EID2B	protein_coding
ENSG00000134333	11	18394388	18408425	1	LDHA	protein_coding
ENSG00000123364	12	53938765	53946544	1	HOXC13	protein_coding
ENSG00000053254	14	89124871	89619149	-1	FOXN3	protein_coding
ENSG00000163682	4	39452521	39458949	-1	RPL9	protein_coding
ENSG00000025772	20	44942130	44960486	-1	TOMM34	protein_coding
ENSG00000160307	21	46598962	46605208	-1	S100B	protein_coding
ENSG00000172007	4	139453232	139476609	1	RAB33B	protein_coding
ENSG00000100376	22	45308968	45341955	1	FAM118A	protein_coding
ENSG00000155011	4	106921802	107283806	-1	DKK2	protein_coding
ENSG00000152952	3	146069440	146163653	-1	PLOD2	protein_coding
ENSG00000143127	1	145891208	145910189	-1	ITGA10	protein_coding
ENSG00000072315	X	111774315	112082776	-1	TRPC5	protein_coding
ENSG00000144711	3	12897220	13283281	-1	IQSEC1	protein_coding
ENSG00000114270	3	48564073	48595267	-1	COL7A1	protein_coding
ENSG00000185245	17	4932297	4935030	1	GP1BA	protein_coding
ENSG00000177694	3	174438573	175810552	1	NAALADL2	protein_coding
ENSG00000157103	3	10992186	11039249	1	SLC6A1	protein_coding
ENSG00000167751	19	50861568	50880567	1	KLK2	protein_coding
ENSG00000125414	17	10521148	10549957	-1	MYH2	protein_coding
ENSG00000167880	17	76004502	76027452	-1	EVPL	protein_coding
ENSG00000138669	4	81087370	81215117	-1	PRKG2	protein_coding
ENSG00000214078	20	35626031	35664956	-1	CPNE1	protein_coding
ENSG00000030066	11	47778087	47848555	-1	NUP160	protein_coding
ENSG00000203942	10	97589727	97590934	1	C10orf62	protein_coding
ENSG00000137831	15	70654554	70763593	-1	UACA	protein_coding
ENSG00000050130	14	59484443	59505410	1	JKAMP	protein_coding
ENSG00000100412	22	41469125	41528989	1	ACO2	protein_coding
ENSG00000141646	18	51028394	51085045	1	SMAD4	protein_coding
ENSG00000214063	11	842808	867116	1	TSPAN4	protein_coding
ENSG00000092067	14	23117304	23119616	-1	CEBPE	protein_coding
ENSG00000161911	6	41149342	41154337	-1	TREML1	protein_coding
ENSG00000137364	6	18128311	18155074	-1	TPMT	protein_coding
ENSG00000184900	21	44805617	44818779	-1	SUMO3	protein_coding
ENSG00000138030	2	27086747	27100772	1	KHK	protein_coding
ENSG00000172809	17	74203582	74210655	1	RPL38	protein_coding
ENSG00000169084	X	2219516	2502805	-1	DHRSX	protein_coding
ENSG00000146021	5	137617500	137736090	-1	KLHL3	protein_coding
ENSG00000205758	21	33589341	33643926	-1	CRYZL1	protein_coding
ENSG00000063660	2	240435671	240468078	1	GPC1	protein_coding
ENSG00000130675	7	156994051	157010651	-1	MNX1	protein_coding
ENSG00000013619	X	150361422	150514178	1	MAMLD1	protein_coding
ENSG00000006788	17	10300865	10373130	-1	MYH13	protein_coding
ENSG00000134308	2	9583972	9631014	-1	YWHAQ	protein_coding
ENSG00000206511	CHR_HSCHR6_MHC_QBL_CTG1	29555518	29633080	-1	GABBR1	protein_coding
ENSG00000163618	3	62398346	62875389	-1	CADPS	protein_coding
ENSG00000206513	CHR_HSCHR6_MHC_QBL_CTG1	29555518	29559832	-1	UBD	protein_coding
ENSG00000144366	2	188291669	188595931	1	GULP1	protein_coding
ENSG00000107566	10	100150094	100188334	-1	ERLIN1	protein_coding
ENSG00000100994	20	25248069	25298014	1	PYGB	protein_coding
ENSG00000092051	14	23568035	23578800	-1	JPH4	protein_coding
ENSG00000283154	3	158962235	159897366	1	IQCJ-SCHIP1	protein_coding
ENSG00000150681	1	192158457	192185815	1	RGS18	protein_coding
ENSG00000164182	5	60945129	61153037	1	NDUFAF2	protein_coding
ENSG00000102349	X	56232421	56287889	1	KLF8	protein_coding
ENSG00000073350	17	75525080	75575208	1	LLGL2	protein_coding
ENSG00000129460	14	23469688	23509862	1	NGDN	protein_coding
ENSG00000154222	1	52345723	52366193	-1	CC2D1B	protein_coding
ENSG00000038358	16	67873023	67884503	1	EDC4	protein_coding
ENSG00000275658	CHR_HSCHR19LRC_LRC_T_CTG3_1	54746977	54761521	1	KIR2DL3	protein_coding
ENSG00000189299	X	55623400	55625325	1	FOXR2	protein_coding
ENSG00000153266	3	62369681	62374324	-1	FEZF2	protein_coding
ENSG00000145868	5	148383935	148442836	1	FBXO38	protein_coding
ENSG00000182504	3	101723925	101770562	1	CEP97	protein_coding
ENSG00000254087	8	55879813	56014168	1	LYN	protein_coding
ENSG00000084463	12	14784579	14803540	-1	WBP11	protein_coding
ENSG00000177272	1	110672465	110675033	-1	KCNA3	protein_coding
ENSG00000124614	6	34417454	34426125	-1	RPS10	protein_coding
ENSG00000168556	4	183504994	183511096	1	ING2	protein_coding
ENSG00000111885	6	119177209	119349761	-1	MAN1A1	protein_coding
ENSG00000133422	22	30925130	30968298	-1	MORC2	protein_coding
ENSG00000137414	6	17600355	17611719	1	FAM8A1	protein_coding
ENSG00000166348	10	73497538	73625953	-1	USP54	protein_coding
ENSG00000135999	2	148644440	148787568	1	EPC2	protein_coding
ENSG00000165953	14	94487274	94517844	-1	SERPINA12	protein_coding
ENSG00000197872	2	16549459	16666331	-1	FAM49A	protein_coding
ENSG00000122008	5	75511756	75601144	1	POLK	protein_coding
ENSG00000140521	15	89305198	89334861	-1	POLG	protein_coding
ENSG00000092929	17	75827225	75844717	-1	UNC13D	protein_coding
ENSG00000108602	17	19737984	19748943	-1	ALDH3A1	protein_coding
ENSG00000212935	21	44557790	44558760	-1	KRTAP10-3	protein_coding
ENSG00000153208	2	111898479	112029561	1	MERTK	protein_coding
ENSG00000198643	3	58633946	58666848	-1	FAM3D	protein_coding
ENSG00000204574	6	30571376	30597179	1	ABCF1	protein_coding
ENSG00000100097	22	37675608	37679806	1	LGALS1	protein_coding
ENSG00000092020	14	35085467	35122517	-1	PPP2R3C	protein_coding
ENSG00000064933	2	189784085	189877629	1	PMS1	protein_coding
ENSG00000128040	4	56809860	56821742	-1	SPINK2	protein_coding
ENSG00000106462	7	148807383	148884321	-1	EZH2	protein_coding
ENSG00000104886	19	2230084	2237704	-1	PLEKHJ1	protein_coding
ENSG00000141255	17	3440019	3513852	-1	SPATA22	protein_coding
ENSG00000184307	3	113947901	113965401	1	ZDHHC23	protein_coding
ENSG00000142789	1	22001656	22012539	1	CELA3A	protein_coding
ENSG00000171843	9	20341665	20622543	-1	MLLT3	protein_coding
ENSG00000276536	CHR_HSCHR11_1_CTG8	532242	537287	-1	HRAS	protein_coding
ENSG00000006634	7	87876216	87909541	1	DBF4	protein_coding
ENSG00000166946	15	43185118	43197176	1	CCNDBP1	protein_coding
ENSG00000078399	7	27162435	27175180	-1	HOXA9	protein_coding
ENSG00000197530	1	1615415	1630610	1	MIB2	protein_coding
ENSG00000161896	6	33721670	33746905	-1	IP6K3	protein_coding
ENSG00000014919	10	99711844	99732100	-1	COX15	protein_coding
ENSG00000183011	17	7856685	7885238	-1	NAA38	protein_coding
ENSG00000198010	8	737596	1708474	1	DLGAP2	protein_coding
ENSG00000168795	9	37438114	37465399	-1	ZBTB5	protein_coding
ENSG00000101280	20	869899	916317	-1	ANGPT4	protein_coding
ENSG00000172524	CHR_HSCHR6_MHC_QBL_CTG1	30125643	30138271	1	TRIM40	protein_coding
ENSG00000081148	3	101222546	101320560	-1	IMPG2	protein_coding
ENSG00000145824	5	135570679	135579279	-1	CXCL14	protein_coding
ENSG00000124688	6	43629540	43640952	1	MAD2L1BP	protein_coding
ENSG00000228300	19	1275438	1279249	1	C19orf24	protein_coding
ENSG00000254772	11	62559601	62574086	-1	EEF1G	protein_coding
ENSG00000113083	5	122063195	122078360	-1	LOX	protein_coding
ENSG00000009694	X	124375903	124963817	-1	TENM1	protein_coding
ENSG00000124942	11	62433542	62556235	-1	AHNAK	protein_coding
ENSG00000206439	CHR_HSCHR6_MHC_QBL_CTG1	31565793	31568564	1	TNF	protein_coding
ENSG00000166912	15	30938941	30991607	-1	MTMR10	protein_coding
ENSG00000129675	X	136665547	136782088	-1	ARHGEF6	protein_coding
ENSG00000103355	16	2783953	2787948	-1	PRSS33	protein_coding
ENSG00000150782	11	112143251	112164117	-1	IL18	protein_coding
ENSG00000284779	11	2129112	2158658	-1	IGF2	protein_coding
ENSG00000146828	7	100826820	100867009	1	SLC12A9	protein_coding
ENSG00000110696	11	16613132	16756881	1	C11orf58	protein_coding
ENSG00000236011	CHR_HSCHR6_MHC_COX_CTG1	31648638	31653693	-1	GPANK1	protein_coding
ENSG00000071889	X	154506159	154516242	-1	FAM3A	protein_coding
ENSG00000169682	16	28974221	28984548	1	SPNS1	protein_coding
ENSG00000165609	10	12165325	12196144	-1	NUDT5	protein_coding
ENSG00000068878	2	53864067	53970840	-1	PSME4	protein_coding
ENSG00000101189	20	62796453	62801738	1	MRGBP	protein_coding
ENSG00000172164	8	120535745	120813273	-1	SNTB1	protein_coding
ENSG00000282633	CHR_HSCHR14_3_CTG1	105707889	105709436	-1	IGHA1	IG_C_gene
ENSG00000152422	5	83077498	83353787	1	XRCC4	protein_coding
ENSG00000100079	22	37570246	37582616	-1	LGALS2	protein_coding
ENSG00000011105	12	3077355	3286564	1	TSPAN9	protein_coding
ENSG00000134443	18	59220168	59230774	1	GRP	protein_coding
ENSG00000115020	2	208266267	208358751	1	PIKFYVE	protein_coding
ENSG00000135972	2	105037983	105099960	1	MRPS9	protein_coding
ENSG00000128340	22	37225261	37244448	-1	RAC2	protein_coding
ENSG00000153237	2	158171081	158456753	-1	CCDC148	protein_coding
ENSG00000163106	4	94298535	94342876	-1	HPGDS	protein_coding
ENSG00000148688	10	90871716	90908553	1	RPP30	protein_coding
ENSG00000125977	20	34088298	34112332	-1	EIF2S2	protein_coding
ENSG00000101057	20	43667019	43716496	1	MYBL2	protein_coding
ENSG00000109743	4	15702950	15738313	1	BST1	protein_coding
ENSG00000159840	7	143381080	143391111	1	ZYX	protein_coding
ENSG00000119048	5	134371179	134391992	1	UBE2B	protein_coding
ENSG00000161653	17	44004546	44009063	1	NAGS	protein_coding
ENSG00000175868	11	14904997	15082342	1	CALCB	protein_coding
ENSG00000276184	CHR_HSCHR7_2_CTG4_4	76510496	76515744	1	UPK3B	protein_coding
ENSG00000138185	10	95711779	95869695	1	ENTPD1	protein_coding
ENSG00000130427	7	100720800	100723700	1	EPO	protein_coding
ENSG00000137474	11	77128264	77215241	1	MYO7A	protein_coding
ENSG00000120949	1	12063377	12144207	1	TNFRSF8	protein_coding
ENSG00000136449	17	50508384	50531501	1	MYCBPAP	protein_coding
ENSG00000185813	17	81900965	81911464	-1	PCYT2	protein_coding
ENSG00000205413	7	93099513	93118023	-1	SAMD9	protein_coding
ENSG00000138587	15	56421544	56465137	-1	MNS1	protein_coding
ENSG00000152192	13	78598362	78603560	-1	POU4F1	protein_coding
ENSG00000138604	15	69160584	69272217	1	GLCE	protein_coding
ENSG00000278644	CHR_HSCHR17_7_CTG4	38534684	38550604	-1	PCGF2	protein_coding
ENSG00000129422	8	17643795	17800917	-1	MTUS1	protein_coding
ENSG00000159197	21	34364024	34371389	1	KCNE2	protein_coding
ENSG00000273761	CHR_HSCHR14_7_CTG1	94050920	94081245	-1	DDX24	protein_coding
ENSG00000125447	17	75236599	75262363	-1	GGA3	protein_coding
ENSG00000164949	8	94249253	94262350	-1	GEM	protein_coding
ENSG00000273707	CHR_HSCHR11_1_CTG7	2883205	2885904	-1	CDKN1C	protein_coding
ENSG00000276802	CHR_HSCHR15_4_CTG8	28110217	28435080	-1	HERC2	protein_coding
ENSG00000186895	11	69809969	69819024	-1	FGF3	protein_coding
ENSG00000171903	19	15912367	15934867	-1	CYP4F11	protein_coding
ENSG00000162344	11	69698232	69704642	-1	FGF19	protein_coding
ENSG00000069764	16	14672545	14694669	-1	PLA2G10	protein_coding
ENSG00000164117	4	174236658	174284264	-1	FBXO8	protein_coding
ENSG00000142453	19	10871513	10923070	1	CARM1	protein_coding
ENSG00000206484	CHR_HSCHR6_MHC_QBL_CTG1	30677568	30680941	-1	NRM	protein_coding
ENSG00000141434	18	32185069	32220404	1	MEP1B	protein_coding
ENSG00000115129	2	24077433	24085861	-1	TP53I3	protein_coding
ENSG00000040608	22	20241415	20283246	-1	RTN4R	protein_coding
ENSG00000144233	2	127861630	127885922	-1	AMMECR1L	protein_coding
ENSG00000153779	X	89921882	89922883	1	TGIF2LX	protein_coding
ENSG00000121057	17	57085092	57121349	1	AKAP1	protein_coding
ENSG00000236250	CHR_HSCHR6_MHC_SSTO_CTG1	31963829	31974100	1	STK19	protein_coding
ENSG00000165646	10	117241073	117279430	1	SLC18A2	protein_coding
ENSG00000112137	6	12716805	13290484	1	PHACTR1	protein_coding
ENSG00000164897	7	151081080	151083546	-1	TMUB1	protein_coding
ENSG00000178988	4	6707701	6709880	-1	MRFAP1L1	protein_coding
ENSG00000168936	4	1715952	1721358	-1	TMEM129	protein_coding
ENSG00000151640	10	132186900	132205776	1	DPYSL4	protein_coding
ENSG00000103174	16	5024844	5034141	-1	NAGPA	protein_coding
ENSG00000182197	8	117794490	118111853	-1	EXT1	protein_coding
ENSG00000274129	CHR_HSCHR19LRC_PGF1_CTG3_1	54190535	54195132	1	TSEN34	protein_coding
ENSG00000165323	11	92352096	92896470	1	FAT3	protein_coding
ENSG00000100320	22	35738736	36028425	-1	RBFOX2	protein_coding
